4.999999999999999445e-01,3.999999999999999667e-01,1.000000000000000194e-01
5.024999999999999467e-01,4.000999999999999557e-01,9.740000000000000047e-02
5.049194999999999656e-01,4.002024000000000137e-01,9.487809999999999300e-02
5.072609235000000716e-01,4.003071170999999984e-01,9.243195939999998556e-02
9.610479772142762611e-01,3.179976466178539157e-02,7.152258123938253637e-03
9.603014969807802670e-01,3.272901287433787471e-02,6.969490144881889532e-03
9.595502801881460320e-01,3.365658535844431171e-02,6.793134453409767348e-03
9.587945239415601728e-01,3.458247905327401645e-02,6.622997005165917432e-03
9.580344193277737785e-01,3.550669109816229074e-02,6.458889574064210874e-03
9.572701515956676399e-01,3.642921882639190562e-02,6.300629577940444932e-03
9.565019003314101376e-01,3.735005975916116244e-02,6.148039909428619325e-03
9.557298396283617770e-01,3.826921159973342701e-02,6.000948771904917461e-03
9.980178018861903810e-01,1.724370336407323248e-03,2.578277774022885629e-04
9.998744855214095617e-01,1.148813683895330307e-04,1.063311020092781156e-05
9.999525775256739024e-01,4.698288486488854743e-05,4.395894612976353450e-07
9.989526381358317941e-01,1.046888479505698110e-03,4.733846623235950590e-07
9.979536996992359743e-01,2.044794229162024812e-03,1.506071601959586761e-06
9.969557911816849805e-01,3.040703134632098074e-03,3.505683683062823959e-06
9.959589405610138613e-01,4.034618222679152259e-03,6.441216307203034876e-06
9.997868949737591659e-01,2.126699757351259901e-04,4.350505056343662677e-07
9.719817316005390229e-01,2.801811399052175217e-02,1.544089395302105504e-07
5.853454545139641363e-01,4.146503004342514953e-01,4.245051783913141673e-06
5.602834915733166665e-02,9.439616198597560182e-01,1.003098291239894577e-05
2.492744968216899747e-03,9.974966368489738278e-01,1.061818280977269992e-05
2.490570768732974956e-03,9.965016329570929310e-01,1.007796274174454446e-03
5.656902691303534320e-02,9.415638780168555932e-01,1.867095070108053300e-03
5.656847073822567767e-02,9.406788831657526551e-01,2.752646096021679843e-03
5.659448165036817802e-02,9.397947727533264572e-01,3.610745596306790244e-03
5.878213534974275900e-01,4.102377125478873787e-01,1.940933954685843555e-03
5.872917601625708972e-01,4.104152961888369866e-01,2.292943648593160060e-03
5.867732567118654208e-01,4.105921726528097282e-01,2.634570635324198773e-03
9.711432740684999843e-01,2.864984765487621141e-02,2.068782766238397677e-04
9.701783371427301628e-01,2.959234108128992388e-02,2.293217759800014418e-04
9.692150384588658074e-01,3.053292707735142525e-02,2.520344637818911935e-04
9.682533844543209645e-01,3.147160918873302682e-02,2.750063569457864617e-04
