4.999999999999999445e-01,3.999999999999999667e-01,1.000000000000000194e-01
9.599819013624251163e-01,3.218339952742445970e-02,7.834699110150321680e-03
9.982148329116429242e-01,1.450775926589769607e-03,3.343911617675107543e-04
9.998829163186931934e-01,1.033288161107239465e-04,1.375486519619257863e-05
9.999529368660766693e-01,4.649639943852202972e-05,5.667344850725877161e-07
9.999558715716256874e-01,4.410329879876667507e-05,2.512957545544033234e-08
9.999559945767364511e-01,4.400253705109565536e-05,2.886212332859243199e-09
9.999559997329308114e-01,4.399829447903315984e-05,1.972589990042435881e-09
9.999559999490948980e-01,4.399811584558497744e-05,1.935059555411391576e-09
9.999559999581580927e-01,4.399810832422444245e-05,1.933517669757505717e-09
9.999559999585380110e-01,4.399810800753760728e-05,1.933454315841860657e-09
9.999559999585539982e-01,4.399810799420343166e-05,1.933451712396245604e-09
9.999559999585546644e-01,4.399810799364203855e-05,1.933451605397582906e-09
9.999559999585546644e-01,4.399810799361843683e-05,1.933451600999485509e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600818686575e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600811254357e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810945405e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810945405e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361733907e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361733907e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810945405e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361733907e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361733907e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810945405e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361733907e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361733907e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810931757e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810945405e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810945405e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810945405e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810945405e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810945405e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585551084e-01,4.399810799361749493e-05,1.933451600810938374e-09
